Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
BLMN,,43.06,0.3,364.3,68.7,349.3,,54.7,180.79,10.1,48.8,6.19,,43.75,1.17,0.14,0.05,15.45,0.35,6.62,17.98,4.99,7.72,8.04,,0.4,6.19,34.51,11.85,74.13,12.81,7.44,0.78,0.77,2.9,0.09,1.04,3.64,6.19,6.82,29.84,,,26.9,16.33,5.33,,0.71,,6.4,4.62,59.31,6.43,0.36,0.32,,,,,29.98,,0.6,,,3.98,,0.27,0.83,,0.26,0.96,4.85,4.19,9.18,,6.47,,14.84,16.23,,,9,2316787745.0000005,Restaurants,Consumer Services
BMI,41.63,66.5,,12.4,12.2,17.1,22.9,6.5,50.64,17.9,63.39,0.87,29.79,67.2,21.4,1.64,,225.23,3.69,118.06,66.8,42.51,,,,0.28,0.51,45.42,37.4,54.85,,30.88,7.21,8.22,2.2,0.72,14.99,1.77,0.51,46.53,16.3,18.01,11.1,176.14,39.25,,,14.44,,18.11,11.76,58.81,58.81,3.63,8.5,,3.03,1.95,,56.68,6.58,2.22,804.39,22.75,52.2,57.33,3.92,4,16.57,2.52,15.72,68.89,24.08,21.85,,24.24,,0.51,110.95,,,10,4715197863.0,Industrial Machinery,Producer Manufacturing
BMRN,,36.61,,5.1,,54.8,,,,9.2,59.55,,,42.5,5.31,1.15,1.11,70.27,3.05,769.32,204.41,88.69,2.61,0.21,,,,42.11,31.48,62.35,19.78,16.88,4.25,5.13,2.37,0.75,8.22,1.59,,22.59,,31.67,12.88,109.08,80.07,14.56,,9.91,,9.22,2.53,52.83,36.64,,5.3,,,,,64.69,2.12,0.52,,9.04,41.73,,,3.12,2.77,1.95,3.76,13.46,5.43,5.13,,3.9,,,,,,3,16589487435.0,Biotechnology,Health Technology
BMY,,56.81,3.1,,7.9,62.2,5.3,1.1,,4.8,42.19,6.71,,53.21,1.42,0.29,0.12,52.67,1.16,86.22,104.76,69.04,10.49,3.17,,1.73,4.57,,29.74,11.83,9.06,8.23,3.29,3.29,,0.18,27.83,12.12,4.57,7.53,19.73,,,70.56,75.38,4.58,,,,15.2,6.28,,38.45,1.57,2.29,,1.34,0.27,,8.28,,0.62,,,7.57,,4.42,0.77,,1.02,,,,,,8.69,,0.64,39.31,,,9,123319734742.0,Pharmaceuticals: Major,Health Technology
BN,44.37,66.39,,10.9,,28.1,22.5,,4.16,15.1,71.93,0.52,21.07,68.07,0.48,0.27,0.08,53.87,0.74,34.91,149.95,79.54,8.1,5.35,,0.16,0.58,14.91,10.2,,,,3.02,3.26,6.71,0.09,,,0.6,12.81,15.14,57.06,,43.15,15.84,0.91,,1.13,,15.77,1.98,92.72,28.79,2.04,0.9,,0.95,,,,,1.16,,,14.53,48.53,2.03,1.66,,0.63,0.22,14.72,5.04,2.38,,2.5,,,38.21,,,9,59006212101.80238,Investment Managers,Finance
BNL,23.14,43.77,,1,64.9,,13.4,,7.9,,35.11,6.27,24.47,38.03,1.1,0.09,0.01,18.31,0.9,,708.09,1.4,4.98,0.64,,1.23,6.27,22.42,13.67,21.12,,,,12.57,4.46,0.58,59.54,7.35,6.35,23.35,12.26,,3.71,16.25,94.68,2.82,,36.78,,49.62,1.13,21.8,26.38,3.94,8.43,,,,12.81,14.17,1.29,,,,12.86,12.54,4.86,0.79,1.42,0.9,2.95,2724.21,4.66,5.08,,4.07,,11.64,,,,9,3007585330.0,Real Estate Investment Trusts,Finance
BNTX,,63.63,0.5,137.8,,,151.4,,16.31,93.7,58.87,,14.09,61.27,7.16,7.13,67.93,120.14,7.54,303.06,315.32,231.5,,0.01,,,,,,4.08,,,3.12,3.59,,0.86,86.94,8.86,,,,,,27.91,82.94,,,,,,1.39,,,,9.89,,,,,11.41,,,1.88,1.76,8.97,14.45,,0.61,1.49,7.4,,,,,,,,1.09,,,,4,27108526312.0,Biotechnology,Health Technology
BOOT,82.93,52.97,,32.1,,29.4,33.7,,11.2,21.6,26.78,,47.51,44.41,5.91,0.26,0.17,161.65,2.34,199.28,43.8,2.11,1.91,0.5,,,,25.83,20.48,58.13,24.91,19.49,2.85,3.09,3.87,0.55,5.31,1.84,,30.01,20.96,15.92,12.63,91.18,36.87,129.11,,8.89,,11.85,5.02,32.79,32.79,1.1,2.88,,1.05,4.73,,54.63,3.15,2.38,,,24.01,86.1,1.31,3.46,6.79,0.4,9.2,19.25,15.41,16.84,,11.33,,,56.72,,,10,2653971645.0,Apparel/Footwear Retail,Retail Trade
BORR,,43.5,,,,,,14.6,73.61,,44.4,5.68,,43.46,0.46,0.56,0.11,5.29,1.57,,145.47,26.25,4.42,1.85,,0.62,5.68,10.18,7.13,,6.67,5.16,2.65,3.24,9.82,0.31,,,5.68,5.85,,105.34,17.8,7.5,86.39,1.86,,8.12,,36.3,1.32,18.18,16.33,,1.55,,,,,,0.98,,,,,,,,1.32,1.57,2.38,11.25,10.68,7.75,,7.76,,1.37,,,,1,1937812684.869802,Contract Drilling,Industrial Services
BOWL,,53.43,3.8,,,63.1,41.2,,11.74,47.2,60.23,1.41,,55.82,0.61,0.37,0.03,11.74,0.62,5.81,23.3,1.67,11.4,,,,1.41,63.75,19.92,,,11.25,3.37,3.65,1.57,,,,1.86,66.32,,,7.03,16.41,27.21,0.86,,,,13.25,,,,,1.57,,,,,,,,,,11.8,,,,,0.55,,3.55,2.29,,,3.84,,,,,,1,1732531523.0,Movies/Entertainment,Consumer Services
BOX,28.68,57.56,3.3,,,41.3,27.8,20.4,,12.2,62.27,,21.18,56.95,2.52,0.82,1.01,32.63,1.25,,73.35,64.4,4.46,8.93,,,,72.83,47.95,16.79,24.56,21.81,4.47,4.87,1.37,0.05,29.01,6.57,,17.56,,12.08,6.28,32.19,76.8,,,13.94,,6.69,,41.3,20.27,,4.52,,,,,15.68,,0.97,,,14.65,35.79,,2.14,,1.25,13.09,53.74,13.53,643.55,,13.15,,5.3,,,,2,3601136397.9999995,Information Technology Services,Technology Services
BPMC,71.92,47.23,,,,,,,173.48,,52.77,,,49.04,1.68,3.13,1.61,88.65,3.71,530.23,150.14,53.11,,1.48,,,,,,,,,8,14.71,,0.27,,,,,,,52.84,119.79,96.19,,,,,,17.49,,,,15.19,,,,,,,,,277.03,,,,,17.49,3.65,,,,,,,,,,,,1,3070849537.0,Biotechnology,Health Technology
BR,15.82,65.57,,6,11.6,11,10.9,20,,8.8,73.1,2.44,5.23,69.63,4.35,0.21,0.09,221.51,1.08,,14.51,56.24,2.38,1.65,,0.41,1.48,28.29,19.31,30.82,24.14,18.12,4.22,4.47,3.53,0.26,14.5,3.64,1.58,25.99,14.65,9.83,2.87,195.06,29.72,6.77,,10.73,,15.63,11.92,37.8,28.62,2.6,4.05,,1.38,1.84,,27.91,,1.32,,,24.94,27.36,2.36,2.53,,1.08,8.56,224.28,15.15,32.15,,10.56,,4.9,48.15,,,10,21868155284.0,Information Technology Services,Technology Services
BRC,30.3,54.37,3,6.6,2.2,15.5,17.9,2,219.31,8.2,54.39,1.38,22.43,53.26,7.55,0.94,1.93,75.02,2.27,91.03,45.14,50.64,0.46,0.12,,0.24,1.25,13.73,12.27,19.68,,,,2.57,7.28,0.7,13.06,4.91,1.27,16.35,17.13,,,58.34,51.28,77.87,,14.7,,18.15,3.35,18.39,18.96,1.53,2.7,,,,,20.68,2.66,1.41,,23.67,14.27,17.08,1.43,1.4,8.39,1.69,13.85,77.37,21.43,19.28,,16.96,,3.45,28.63,,,10,2696282512.0,Miscellaneous Manufacturing,Producer Manufacturing
BRDG,,76.11,,,,,23.4,3.6,2.17,12.1,84.58,4.72,18.51,79.43,1.1,0.85,0.21,10.4,4.64,,47.34,,17.55,5.31,,4.86,4.72,134.14,30.67,4.72,,,1.72,1.96,0.75,0.07,41.5,38.99,5,9.67,,,17.14,9.28,40.73,1.85,,0.82,,13.52,5.02,,95.41,,0.87,,,,,1.95,,,,,1.94,,,,,4.64,0.26,,0.52,4.09,,5.57,,,,,,4,1533763635.0000002,Investment Managers,Finance
BRFS,98.62,36.88,,,,,,,,,26.8,,29.43,31.47,1.95,0.6,0.45,4.16,1.45,81.33,105.62,28.62,3.25,1.67,,,,7.89,5.96,11.24,9.29,5.34,0.62,0.85,12.67,0.26,8.05,13.22,,20.21,,,5.47,1.61,22.69,1.22,,3.29,,7.78,2.45,15.41,16.77,1.68,0.67,,,,,8.41,1.85,1.03,,,5.7,34.91,,1.4,4.16,0.99,3.2,42.03,16.38,13.42,,10.07,,6.58,,,,5,3082906478.745,Food: Meat/Fish/Dairy,Consumer Non-Durables
BRKR,,44.73,1.5,14.5,7.7,30.3,31.6,2.8,14.61,16.1,37.67,0.4,,41.29,2.97,0.13,0.08,63.4,1.65,234.24,46.17,56.41,3.61,1.27,,0.08,0.31,24.5,18.89,70.62,19.72,17.08,3.44,3.81,4.08,0.3,5.39,1.75,0.31,21.05,18.73,11.12,9.95,89.46,49.7,14.36,,11.29,,13.34,5.36,26.31,25.46,1.46,2.96,,0.93,3.4,,55.16,,0.94,,,34.1,33.24,1.5,2.34,,0.75,7.88,41.92,14.66,25.07,,8.39,,,43.13,,,10,9755451719.0,Medical Specialties,Health Technology
BRO,40.92,54.07,,13.9,10.9,23,19.1,12.9,5.02,16.5,53.08,0.78,21.84,53.57,2.96,0.21,0.26,105.94,1.13,,57.2,79.66,2.5,0.71,,0.16,0.5,21.91,19.21,36.27,19.75,19.17,6.63,7.46,4.56,0.38,20.58,3.02,0.5,26.29,22.1,14.95,9.14,85.52,48.04,6.23,,22.46,,28.32,5.01,30.44,33.27,1.71,6.77,,1.58,1.88,,32.78,,1.54,,,30.09,29.35,1.72,1.91,,1.13,6.75,325.45,15.17,17.98,,7.02,,0.96,53.51,,,10,20598818539.0,Insurance Brokers/Services,Finance
BROS,29.91,48.82,,40.6,,50.4,35,,1.23,30.5,58.18,,0.09,51.25,2.03,1.7,0.29,34.24,2.19,21.03,13.95,3.37,5.25,1.79,,,,47.12,24.99,,29.29,16.57,2.9,3.87,2.12,0.21,,,,70.57,,22.29,22.04,31.63,26.49,2.94,,1.95,,7.57,7.66,136.96,74.43,,2.41,,,,,,5.16,,,,13.76,,,,8.06,1.88,1.18,8.17,5.49,6.2,,3.74,,,,,,2,4166443062.000001,Food: Specialty/Candy,Consumer Non-Durables
BRP,91.95,63.86,,2.2,,41.3,36.5,,1.19,33.1,66.62,,65.52,64.12,1.1,0.18,0.12,52.25,0.98,,249.54,183.6,10.62,2.89,,,,83.51,30.72,80.62,12.79,12.79,3.12,3.79,1.2,0.16,4.7,1.76,,25.24,21.36,33.82,15.03,39.0,26.31,0.47,,,,4.54,5.88,,39.29,0.98,2.55,,,,,53.88,,,,,35.53,36.51,1.57,4.81,,0.98,,42.29,2.33,,,2.12,,,,,,1,3066913422.0,Multi-Line Insurance,Finance
BRX,30.7,41.99,,1.6,28.2,8.8,25.6,9.4,56.34,5.2,25.62,3.98,26.58,33.28,1.12,0.99,0.09,27.17,1.52,,,75.1,6.2,1.88,,1.23,4.02,26.23,14.99,21.44,21.59,12.81,8.33,10.31,3.81,0.33,48.1,7.4,4.02,28.11,9.82,5.1,4.15,23.42,75.25,2.31,,23.45,,36.62,2.87,28.01,31.05,155.25,6.5,,,,12.85,13.53,1.99,1.26,,,13.53,,,1.1,2.87,1.52,3.49,,6.31,10.32,,5.69,,2.44,25.88,,,10,6883575795.0,Real Estate Investment Trusts,Finance
BRZE,,33.99,,,,,10.8,17.1,,42.5,44.99,,,34.88,4.8,1.69,5.74,31.68,2.03,,10.17,52.67,,0.19,,,,,,296.87,76.82,56.6,3.96,5.11,,0.55,1.72,0.28,,122.8,,,21.1,59.54,68.77,,,,,,7.12,,,,5.91,,,,,355.98,,,24.37,13.77,97.78,,,,7.65,2.03,,,,,,,,,,,,,4601126072.0,Internet Software/Services,Technology Services
BSM,,58.72,,4.2,40.8,26.4,54.6,18.5,,15.8,60.06,15.11,,60.76,35.58,0.99,,15.07,4.23,,17.53,52.07,,,,1.24,11.29,9.34,8.21,8.32,,,6.28,6.37,10.71,0.95,76.57,12.18,9.95,10.32,21.08,,7.04,13.29,77.04,129.93,,67.71,,65.6,2.74,10.18,10.37,2.59,6.38,,,,,8.39,1.12,,,53.82,7.08,8.75,1.01,0.81,2.74,4.23,27.58,29.9,28.38,28.78,,28.17,,11.29,14.08,,,8,3641039398.999999,Investment Trusts/Mutual Funds,Miscellaneous
BSX,62.91,72.5,,6.7,,33.4,28.8,13.4,31,11.6,78.98,,20.48,75.37,5.46,0.52,0.27,87.55,1.61,190.06,70.99,53.53,3,0.54,,,,56.32,37.36,80.84,30.55,24.21,7.61,8.95,1.78,0.55,11.07,1.31,,32.03,19.47,14.5,11.67,59.08,68.96,9.81,,11.99,,17.85,6.32,71.18,39.26,5.31,8.49,,2.6,3.82,,76.78,20.08,1.7,,,49.21,91.09,2.13,4.28,230.39,1.14,5.17,49.69,7.96,9.44,,7.59,,,100.63,,,7,77457413037.0,Medical Distributors,Distribution Services
BSY,,56.38,,33.4,88.2,8.2,40,13.4,11.57,11.3,69.54,0.45,,60.29,4.54,0.07,0.04,50.97,0.49,,36.68,75.04,3.85,1.4,,0.21,0.45,57.78,46.61,40.85,43.13,37.5,11.03,12.93,1.73,0.3,31.66,2.64,0.47,43.33,,7.81,11.57,53.48,79.97,8.32,,29.17,,22.06,15.54,44.71,49.01,5.83,13.24,,,,,41.71,,,,,39.74,57.34,6.13,,,0.49,11.55,374.93,11.55,45.36,,11.95,,2.43,,,,6,14612630250.0,Packaged Software,Technology Services
BTDR,9.39,55.16,,31.3,,,,,,25.8,65.99,,,58.75,2.76,1.02,1.74,8.13,1.81,9.49,31.45,16.63,,0.24,,,,,,,,,2.63,2.8,,0.58,,,,27.78,,,28.82,0.0,25.35,,,,,,2.36,,,,2.23,,,,,,,,,90.33,,,,,2.58,1.77,,,,,,,,,,,,1,1446751869.0,Data Processing Services,Technology Services
BTE,,51.28,,65.3,,,,39.2,11.5,40.2,53.16,2.12,,53.43,0.34,0.05,0.02,3.13,0.72,,71.47,35.32,2.17,0.62,,0.28,2.12,,5.24,16.54,,,2.08,1.36,,0.51,8.37,10.62,2.12,9.19,21.84,,,4.34,29.18,3.8,,,,19.25,0.88,,12.88,,0.82,,,,,9.88,0.71,0.85,,,1.97,25.08,,0.56,0.88,0.72,,,,,,9.19,,,,,,3,3733325968.3887954,Integrated Oil,Energy Minerals
BTG,,57.08,,7.8,15.1,,,,,,66.3,4.99,,58.61,2.58,1.48,11.52,3.21,2.93,108.5,52.96,6.06,0.07,0.01,,0.93,4.99,23.04,6.73,13.98,,4.89,1.43,1.94,4.34,0.73,14.12,6.55,4.99,8.16,7.63,26.43,10.38,3.11,39.8,26.58,,,,34.39,1.12,,18.66,6.43,2.2,,,,,15.58,0.96,0.78,,,3.91,,,0.67,1.12,1.74,,4.47,3.5,,,,,4.33,40.13,,,8,4211490508.3333335,Precious Metals,Non-Energy Minerals
BTI,25.06,32.76,0.9,,3.1,,4.2,4.9,99.11,2.9,28.3,9.75,34.43,27.75,0.71,0.37,0.17,35.45,0.88,424.3,745.15,53.33,4.16,0.74,,0.65,8.37,,9.99,9.37,7.52,7.06,3.49,3.69,,0.45,37.73,16.01,8.4,7.42,13.4,,,38.39,82.58,,,,,,1.1,,7.69,,2.29,,,,,6.07,,0.71,,,5.71,10.49,,0.49,,0.58,,,,,,,,14.11,6.66,,,9,74762668880.541,Tobacco,Consumer Non-Durables
BTU,,71.21,,42.6,,,,,139.86,2.8,77.23,1.13,,74.24,2.69,0.84,1.46,26.75,2.49,40.84,30.56,25.64,0.37,0.12,,0.09,1.13,3.95,2.82,151.03,,,0.82,0.74,25.32,0.62,0.49,0.63,1.13,9.84,,,,21.92,24.08,10.67,,12.7,,13.16,0.92,6.93,8.32,,0.9,,,,,196.69,0.58,,,,9.28,10.07,,0.55,0.92,1.92,9.46,26.69,16.38,15.66,,10.7,,11.37,,,,4,3188528104.0,Coal,Energy Minerals
BUD,17.97,53.69,,6.2,13.2,18,33.9,6.4,,7.9,49.22,0.29,7.73,51.14,1.37,0.25,0.1,65.42,0.69,79.7,280.03,32.22,5.62,1,,0.28,1.36,14.28,14.28,23.03,11.34,8.83,3.09,3.32,7,0.37,14.4,6.68,1.36,17.01,4.3,10.49,3.36,63.44,54.48,3.91,,9.89,,25.14,1.64,22.13,21.32,,2.16,,,,,15.57,,0.73,,,10.09,17.33,,0.9,,0.51,2.75,52.79,7.66,7.48,,5.53,,3.12,18.38,,,10,112434307341.68082,Beverages: Alcoholic,Consumer Non-Durables
BURL,116.33,41.51,1.2,30.6,,,,,41.68,19.7,42.85,,35.01,39.94,3.23,0.3,0.14,251.2,1.04,74.47,57.86,3.19,4.84,4.5,,,,30.53,20.33,56.08,23.46,16.12,1.69,1.97,3.28,0.14,3.52,2.26,,26.12,,24.84,10.11,223.14,43.13,8.79,,4.18,,6.24,14.94,37.8,21.11,,1.59,,,,,45.13,4.37,1.1,,,15.5,28.41,,4.09,20.36,0.48,5.69,13.22,11.95,44.85,,7.26,,0.78,55.82,,,9,9583537205.0,Apparel/Footwear Retail,Retail Trade
BVN,44.11,50.92,,4.6,,,57.2,,27.17,6.8,49.94,0.54,,50.94,2.85,0.47,0.25,13.56,1.4,38.25,114.29,80.64,1.96,0.22,,0.19,0.54,17.7,11.32,,,,,4.04,5.65,0.68,,,0.54,12.77,6.89,,,10.24,22.53,1.11,,9.54,,4.37,1.27,36.65,36.16,,4.02,,,,,,1.53,1.55,,,11.94,83.03,,1.92,1.27,1.17,2.09,14.02,5.46,3.1,,0.64,,0.1,,,,3,2220336538.8582,Precious Metals,Non-Energy Minerals
BWA,,55.27,1.3,,,,,,,8.4,51.63,1.09,,54.27,2.74,0.35,0.33,35.43,1.62,44.64,76.4,82.08,2.1,0.64,,0.11,1.25,8.54,5.73,15.01,7.17,5.11,0.71,0.74,11.71,0.43,4.91,8.72,1.25,7.69,5.91,14.45,4.06,41.17,18.41,18.28,,4.97,,8.79,1.32,11.39,9.16,,0.56,,,,,11.75,1.12,0.74,,,5.64,14.37,,0.76,3.09,1.26,4.81,23.08,11.27,11.47,,9.32,,8.71,10.7,,,10,9649336742.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
BWXT,24.77,72.78,1.3,16.3,6.6,0.9,,,0.2,7,67.49,1.19,0.6,72.7,6.15,0.12,0.04,119.32,2.23,6.6,27.62,23.34,2.58,1.21,,0.29,0.81,30.66,25.29,47.12,20.1,16.03,4.35,4.57,3.26,0.35,9.71,2.31,0.82,35.06,4.77,13.42,5.49,73.2,25.34,7.95,,10.29,,13.53,10.93,40.86,37.06,7.27,4.19,,2.03,3.77,,43.47,5.83,1.54,,,27.75,70.9,,6.27,20.61,2.15,9.63,31.96,16.14,29.14,,10.92,,1.8,46.61,,,10,6843504044.000001,Trucks/Construction/Farm Machinery,Producer Manufacturing
BXP,33.87,66.74,,0.2,,,,3.6,4.18,5.4,74.7,5.09,22.99,68.34,0.71,0.59,0.04,84.39,2.02,,120.8,11.22,9.28,2.78,,3.47,4.66,32.53,16.43,22.78,28.25,15.02,8.54,8.54,3.07,0.23,37.48,9.4,4.66,44.88,8.4,17.47,2.26,73.63,62,1.68,,5.01,,30.94,2.28,78.87,74.62,82.91,3.96,,6.47,0.87,12.81,10.59,2.75,0.56,,,10.59,,,0.82,2.28,2.02,0.66,,3.57,2.85,,4.38,,,19.81,,,10,10396982032.0,Real Estate Investment Trusts,Finance
BYD,,53.8,4.7,21.5,,57.2,464.9,74.5,,24.3,45.48,1.07,,49.66,2.17,0.48,0.08,64.13,0.83,4.36,23.5,11.08,3.45,2.18,,0.11,1.07,11.27,8.55,18.23,8.81,6.91,2.41,2.45,8.87,0.27,13.43,8.64,1.08,9.86,27.5,4.43,1.69,73.03,53.88,5.57,,13.32,,25,3.46,12.45,10.5,0.47,1.64,,,,,12.39,,1.22,,,6.83,13.29,0.42,0.89,,0.79,8.03,24.72,14.44,28.88,,12.33,,10.92,22.58,,,8,6469779059.0,Casinos/Gaming,Consumer Services
BZ,,58.24,,,,,,96.1,26.71,41.7,44.64,,,55.63,8.77,3.44,35.99,16.1,3.58,0.85,112.89,1.12,0.42,0.03,,,,41.02,41.02,11.51,28.79,18.57,4.41,5.69,2.44,0.77,51.64,6.84,,16.41,,20.07,20.66,21.86,83.04,,,20.89,,13.87,3.53,37.01,26.18,,7.78,,,,,14.99,2.05,,5.28,4.98,14.99,,,,3.59,3.58,7.93,51.03,6.78,10.34,,11.16,,,,,,2,6395129110.582629,Internet Software/Services,Technology Services
CAAP,23.42,69.1,,13.9,,,,,,31.8,80.25,,,73.08,1.73,0.95,0.44,18.68,1.32,5.35,42.33,34.05,1.77,0.98,,,,6.91,5.34,8.61,,,,2.58,14.47,0.3,29.95,14.39,,8.02,,25.49,17.78,14.13,34.69,4.65,,23.62,,29.55,2.4,7.92,10.1,,2.09,,,,,6.96,,,,,6.79,5.87,,1.13,,1.3,8.62,627.78,16.46,35.61,,9.63,,4.78,98.32,,,7,2237334415.0,Other Transportation,Transportation
CABO,,48.69,2.3,9.1,6.9,8,,2,5.32,7.4,56.57,5.43,,50.85,1.15,1.07,0.06,341.88,1.81,,32.8,13.78,4.06,1.81,,0.35,3.48,9.85,6.01,16.35,,10.77,5.65,3.22,10.15,0.29,19.71,16.73,3.48,8.73,24.81,4.41,,691.76,73.74,3.19,,11.49,,30.57,0.98,8.71,10.08,0.76,1.27,,0.66,0.21,,6.43,,,,,3.15,10.78,0.97,0.41,,1.81,2.74,29.98,8.03,10.11,,6.36,,13.63,8.5,,,10,3492224297.0000005,Cable/Satellite TV,Consumer Services
CACC,,55.42,9.9,1.3,,,20.1,19.2,172.39,15.9,78.35,,,63.65,2.17,0.02,,458.57,23.56,,161.07,,21.82,3.82,,,,46.89,42.11,10.1,,,4.68,5.76,2.13,0.19,57.05,20.46,,11.1,10.76,,,632.78,64.66,,,9.12,,12.29,3.57,32.83,24.94,,2.94,,,,,5.15,1.99,0.61,,3.93,5.14,26.71,,0.35,3.57,23.56,2.35,136.52,3.32,10.8,,2.47,,,14.22,,,10,6464569137.0,Finance/Rental/Leasing,Finance
CACI,38.44,72.98,1.8,11.7,,9.7,4.8,,1.98,12,75.51,,27.6,74.82,4.52,0.12,0.07,528.05,1.27,6.88,15.66,39.39,2.42,0.55,,,,20.63,16.93,30.91,,,,1.75,4.85,0.52,5.66,3.68,,22.81,15.64,10.08,5.16,386.09,8.48,6.18,,5.48,,8.48,3.35,28.37,25.81,2.03,1.56,,1.02,1.54,,27.45,,1.53,,,23.94,37.41,2.17,1.22,,1.16,6.25,112.76,11.46,12.72,,8.49,,0.96,37.37,,,10,7202515113.999999,Information Technology Services,Technology Services
CAE,,54.84,,7.4,,,93.5,,11.69,7.1,56.71,,,55.2,1.44,0.06,0.04,18.45,0.89,70.75,100.7,47.91,22.11,0.76,,,,,74.81,83.15,,,2.45,2.52,,0.43,3.14,1.73,,21.7,,24.27,6.7,24.45,26.61,2.63,,,,10.34,1.87,,29.71,,1.84,,,,,61.26,3.24,0.83,,,13.48,,,1.88,7.82,0.61,,,,,,3.94,,0.78,33.55,,,8,7740247374.525821,Miscellaneous Commercial Services,Commercial Services
CAH,23.64,55.96,5.7,,1,22,10.6,24,50.74,18.4,52.14,1.89,6.51,54.99,5.43,0.14,1.01,111.92,0.98,27.88,53.09,18.61,2.6,,,0.27,1.8,21.71,13.85,8.36,12.45,9.86,0.12,0.12,4.61,,1.43,12.01,1.81,14.71,2.41,7.43,3.96,100.96,3.27,41.76,,0.38,,0.94,,32.35,14.98,,0.12,,,,,8.52,,1.03,,,7.37,10.15,,1.05,,0.56,1.9,50.7,13.73,,,14.45,,4.2,108.66,,,8,21997312626.0,Medical Distributors,Distribution Services
CAKE,19.35,50.28,,,44.2,,,,163.68,15.8,44.97,2.77,7.15,48.16,2.31,0.06,0.02,39.17,0.43,11.17,11.37,7.54,8.48,5.03,,0.36,2.77,30.78,17.37,71.1,19.77,12.75,1.01,1.1,3.25,0.13,1.55,2.72,2.77,10.92,,13.05,5.39,38.34,41.48,22.69,,3.32,,5.58,5.33,16.39,13.01,,0.55,,,,,35.24,3.07,0.59,,,9.02,25.15,,1.62,16.32,0.32,4.12,5.97,5.74,34.77,,6.78,,3.21,23.6,,,9,1562878185.0000002,Restaurants,Consumer Services
CALM,43.5,84.85,,21,281.1,106.6,,,133.22,19.7,90.48,2.08,13.33,87.8,8.9,2.32,,90.56,4.13,53.22,19.73,25.16,,,,0.22,2.08,6.66,5.79,9.47,,,,1.39,15.02,0.8,14.66,8.76,3.19,10.78,22.09,,,67.71,28.02,911.74,,16.09,,18.87,2.33,10.37,10.71,0.19,1.68,,,,,11.37,1.07,1.22,16.68,5.19,8.1,11.33,,1.08,2.41,3.23,20.19,50.05,29,24.63,,31.39,,2.13,20.82,,,9,2257156531.0,Agricultural Commodities/Milling,Process Industries
CALX,,54.94,,34.8,,,,,,19.8,63.3,,11.38,56.91,10.27,1.96,25.76,38.2,4.28,104.23,19.14,37.23,1.11,0.01,,,,,247.3,45,,,2.62,2.38,,0.82,5.28,2,,51,,48.51,,50.3,50.78,,,0.26,,,3.33,616.13,50.13,,2.73,,,,,51.41,2.96,2.4,25.81,6.18,38.22,3472.77,,2.71,3.94,3.43,0.27,,,0.34,,,,3.26,347.27,,,4,3080564745.0000005,Telecommunications Equipment,Electronic Technology
CAMT,32.5,54.06,,26.4,,45,52.9,36.4,12.46,18.7,69.22,1.53,,60.27,9.21,3.4,1.84,87.61,5.21,151.69,69.15,81.6,1.68,0.42,,0.59,1.53,30.8,30.8,51.38,,22.69,7.3,9.9,3.25,0.6,19.27,1.79,1.53,27.74,20.5,22.43,19.58,54.45,47.39,28.34,,25.93,,22.62,8.35,44.7,38.94,1.14,11.7,,,,,60.3,4.22,4.02,87.61,16.56,54.03,46.49,1.56,7.2,10.28,4.29,12.42,104.86,17.81,21.03,,22.9,,1.54,104.3,,,9,2512320605.0,Electronic Components,Electronic Technology
